MLD,pMLD,activity
1.65,0.086842105,0.497368421
2.3,0.121052632,0.425711275
1.825,0.096052632,0.383507203
4.7125,0.248026316,0.204135737
5.575,0.293421053,0.118545838
4.525,0.238157895,0.257478632
4.475,0.235526316,0.077831455
5.7625,0.303289474,0.214361702
5.7375,0.301973684,0.166923472
6.7125,0.353289474,0.170179949
7.6,0.4,0.144942124
6.45,0.339473684,0.115424974
5.7,0.3,0.15503876
5.85,0.307894737,0.162546028
7.95,0.418421053,0.104219624
7.8375,0.4125,0.122014538
8.9375,0.470394737,0.038947901
9.1375,0.480921053,0.123170116
9.8125,0.516447368,0.10125261
9.9125,0.521710526,0.125691302
8.7125,0.458552632,0.158350305
8.1875,0.430921053,0.148073022
9.1,0.478947368,0.141557128
8.85,0.465789474,0.133605303
9.1375,0.480921053,0.044897959
9.7,0.510526316,0.116388309
9.15,0.481578947,0.208200213
9.1375,0.480921053,0.177894737
9.1375,0.480921053,0.190745501
9.2875,0.488815789,0.028769313
9.175,0.482894737,0.162190083
9.0375,0.475657895,0.075088787
9.4,0.494736842,0.057257659
9.6375,0.507236842,0.094571908
9.2,0.484210526,0.099133261
9.725,0.511842105,0.090673575
9.7125,0.511184211,0.082944531
9.975,0.525,0
9.9625,0.524342105,0.035133718
10,0.526315789,0.039419087
9.7875,0.515131579,0.094165814
9.7625,0.513815789,0.033828806
9.1625,0.482236842,0.036469345
9.7,0.510526316,0.03907455
7.1375,0.375657895,0.115444618
6.2125,0.326973684,0.116494845
5.6125,0.295394737,0.16024974
5.0625,0.266447368,0.105263158
4.875,0.256578947,0.193767705
4.375,0.230263158,0.106801275
5.475,0.288157895,0.07751938
5.8125,0.305921053,0.085233442
6.375,0.335526316,0.166756032
7.2875,0.383552632,0.209045226
7.1,0.373684211,0.150220913
7.925,0.417105263,0.133466135
8.075,0.425,0.038081108
7.2875,0.383552632,0.165310275
7.025,0.369736842,0.203247774
9.2,0.484210526,0.037544394
8.5875,0.451973684,0.101100052
9.4375,0.496710526,0.067067067
10.2375,0.538815789,0.067085954
10.25,0.539473684,0.027849407
10.2375,0.538815789,0
10.2375,0.538815789,0
10.35,0.544736842,0.03219107
10.2875,0.541447368,0
10.1625,0.534868421,0.031557165
10.2375,0.538815789,0
10.3125,0.542763158,0
10.2375,0.538815789,0
10.1125,0.532236842,0
10.2375,0.538815789,0
10.275,0.540789474,0
10.2,0.536842105,0.049086162
