MLD,pMLD,activity
15.6375,0.114981618,0.180510204
18.7625,0.137959559,0.087821044
16.3375,0.120128676,0.103330487
15.7375,0.115716912,0.124205333
15.05,0.110661765,0.147091311
15.075,0.110845588,0.158840037
14.85,0.109191176,0.162872629
16.0375,0.117922794,0.079585093
16.8,0.123529412,0.065526028
16.475,0.121139706,0.081276179
17.45,0.128308824,0.094570928
16.9625,0.124724265,0.108023588
16.5875,0.121966912,0.150745594
16.475,0.121139706,0.15199133
17.9375,0.131893382,0.10065526
17.6,0.129411765,0.141179734
16.125,0.118566176,0.068570905
15.875,0.116727941,0.050162262
16.4625,0.121047794,0.108223062
16.175,0.118933824,0.122741665
15.7875,0.116084559,0.133234778
16.0125,0.117738971,0.116488774
15.4875,0.113878676,0.105633803
15.7875,0.116084559,0.128064881
14.55,0.106985294,0.156317724
16.25,0.119485294,0.179300699
15.575,0.114522059,0.133776179
17.5625,0.129136029,0.147250259
17.7875,0.130790441,0.107720758
15.8125,0.116268382,0.121608803
15.6125,0.114797794,0.1662954
13.9875,0.102849265,0.163313276
14.35,0.105514706,0.235204856
13.9,0.102205882,0.212223472
13.0375,0.095863971,0.251246077
13.8125,0.1015625,0.238928173
15,0.110294118,0.233357852
15.8125,0.116268382,0.267438629
14.6,0.107352941,0.258878071
15.375,0.113051471,0.276421992
16.375,0.120404412,0.289182204
13.9375,0.102481618,0.267492779
12.4875,0.091819853,0.295109612
12.275,0.090257353,0.332091691
14.3875,0.105790441,0.34150729
14.2375,0.1046875,0.343577767
14.2375,0.1046875,0.250768049
15.3875,0.113143382,0.272022758
13.2375,0.097334559,0.321787389
12.55,0.092279412,0.342924307
13.6375,0.100275735,0.265426328
13.6375,0.100275735,0.344771554
12.9875,0.095496324,0.34269926
13.4,0.098529412,0.350372737
13.975,0.102757353,0.320015149
14.175,0.104227941,0.339595236
15.225,0.111948529,0.333459108
15.1125,0.111121324,0.28379256
15.525,0.114154412,0.262353738
15,0.110294118,0.261907081
14.9125,0.109650735,0.211954459
14.15,0.104044118,0.254110466
14.925,0.109742647,0.270065724
17.0375,0.125275735,0.209158535
15.625,0.114889706,0.19257087
16.6375,0.122334559,0.243883495
18.5,0.136029412,0.229443773
17.9875,0.132261029,0.215494921
18.2125,0.133915441,0.241188874
16.85,0.123897059,0.261103634
16.6,0.122058824,0.235195915
14.225,0.104595588,0.273108814
15.6,0.114705882,0.254366139
13.8,0.101470588,0.337705601
13.8,0.101470588,0.26746769
13.625,0.100183824,0.268643395
16.025,0.117830882,0.260438999
14.5625,0.107077206,0.273975389
15.1125,0.111121324,0.249085738
15.3125,0.112591912,0.265111347
15.6125,0.114797794,0.194410445
14.825,0.109007353,0.217444592
14.5,0.106617647,0.233100473
14.7,0.108088235,0.224293322
15.6,0.114705882,0.20245942
15.2,0.111764706,0.214250174
15.4875,0.113878676,0.266444377
15.8125,0.116268382,0.316759831
15.8625,0.116636029,0.222180238
14.775,0.108639706,0.255104145
14.3375,0.105422794,0.27110645
13.7375,0.101011029,0.282962811
14.4125,0.105974265,0.203851066
13.35,0.098161765,0.325797461
12.05,0.088602941,0.237100862
12.5875,0.092555147,0.312205567
12.2125,0.089797794,0.310915225
11.775,0.086580882,0.210823121
14.575,0.107169118,0.186288952
14.7375,0.108363971,0.205346294
10.7,0.078676471,0.323187
12.525,0.092095588,0.304552935
12.6875,0.093290441,0.365097589
11.5125,0.084650735,0.253422574
12.7,0.093382353,0.227162062
12.8875,0.094761029,0.341640817
13.2,0.097058824,0.243314159
14.75,0.108455882,0.242258464
13.425,0.098713235,0.23167658
11.575,0.085110294,0.327225131
13.375,0.098345588,0.298428271
14.7875,0.108731618,0.275249949
14.025,0.103125,0.339943638
14.6875,0.107996324,0.286739822
14.875,0.109375,0.246222222
13.9625,0.102665441,0.288785876
14.3625,0.105606618,0.265259836
14.125,0.103860294,0.191413238
13.275,0.097610294,0.294936709
13.8375,0.101746324,0.221223748
12,0.088235294,0.255223728
11.8875,0.087408088,0.255515649
13.7125,0.100827206,0.25540066
14.775,0.108639706,0.18423211
14.0875,0.103584559,0.304188181
15.1125,0.111121324,0.256004927
14.325,0.105330882,0.212075396
14.7375,0.108363971,0.299563226
14.2625,0.104871324,0.291476091
15.175,0.111580882,0.260491411
15.9125,0.117003676,0.309734513
15.525,0.114154412,0.229876569
15.1125,0.111121324,0.278825077
16.025,0.117830882,0.255794529
15.3375,0.112775735,0.285879265
15.775,0.115992647,0.279661017
17.025,0.125183824,0.268370949
15.3125,0.112591912,0.268934665
15.65,0.115073529,0.244917307
15.65,0.115073529,0.2797027
14.525,0.106801471,0.284757867
12.4,0.091176471,0.291897771
12.8625,0.094577206,0.318725975
13.475,0.099080882,0.279607346
15.025,0.110477941,0.297273719
15.325,0.112683824,0.22956949
13.7875,0.101378676,0.200977606
14.1625,0.104136029,0.218509289
14.4375,0.106158088,0.214101558
13.5625,0.099724265,0.282446059
14.0875,0.103584559,0.317267828
14.0625,0.103400735,0.28691619
12.9125,0.094944853,0.340858029
13.4375,0.098805147,0.277421424
13.9,0.102205882,0.286534503
13.9625,0.102665441,0.323599053
14.3875,0.105790441,0.293208172
14.575,0.107169118,0.201773836
14.925,0.109742647,0.290082277
14.8125,0.108915441,0.267746494
14.2625,0.104871324,0.276395858
15,0.110294118,0.228710211
14.7125,0.108180147,0.247972685
14.6625,0.1078125,0.266500488
14.375,0.105698529,0.321101882
14.225,0.104595588,0.27739691
13.925,0.102389706,0.262830991
14.1125,0.103768382,0.292732527
13.5375,0.099540441,0.283347494
14.2875,0.105055147,0.251854993
14.075,0.103492647,0.283034598
14.5375,0.106893382,0.295786228
14.8875,0.109466912,0.278985507
15.4125,0.113327206,0.212715694
15.225,0.111948529,0.236211286
14.4,0.105882353,0.298786597
14,0.102941176,0.280469742
13.45,0.098897059,0.380967271
15.0625,0.110753676,0.279810164
14.9375,0.109834559,0.352176249
15.9,0.116911765,0.238341969
14.9625,0.110018382,0.339989148
14.8125,0.108915441,0.316609347
15.35,0.112867647,0.304537168
14.5375,0.106893382,0.284092082
15.1875,0.111672794,0.275539867
14.7,0.108088235,0.217707127
15.65,0.115073529,0.314589666
15.6125,0.114797794,0.348142753
14.4,0.105882353,0.218292318
14.6625,0.1078125,0.200337767
14.5875,0.107261029,0.251036439
15.0375,0.110569853,0.253522608
15.525,0.114154412,0.263489116
15.4,0.113235294,0.165064772
15.4,0.113235294,0.200199756
14.4,0.105882353,0.237244103
13.5875,0.099908088,0.269036104
15.85,0.116544118,0.233961442
16.7,0.122794118,0.219274064
16.5625,0.121783088,0.271358503
15.6625,0.115165441,0.235600932
15.7875,0.116084559,0.188353936
15.85,0.116544118,0.251913334
15.525,0.114154412,0.226857327
16.5125,0.121415441,0.254665085
16.3375,0.120128676,0.23898503
15.6125,0.114797794,0.182454556
13.3625,0.098253676,0.25614116
14.2,0.104411765,0.242297994
15.4875,0.113878676,0.243998685
15.825,0.116360294,0.217016164
14.3375,0.105422794,0.297469797
13.3875,0.0984375,0.334067386
14.325,0.105330882,0.328170478
14.3125,0.105238971,0.249557174
14.425,0.106066176,0.257915141
15.175,0.111580882,0.278391332
14.8625,0.109283088,0.255239225
15.5,0.113970588,0.271468984
14.5125,0.106709559,0.321127362
14.8625,0.109283088,0.272611838
14.7125,0.108180147,0.279289941
14.45,0.10625,0.243071819
15.525,0.114154412,0.186494856
15.4625,0.113694853,0.28553564
15.6,0.114705882,0.221939554
16.4375,0.120863971,0.350371747
13.2625,0.097518382,0.37709205
12.8,0.094117647,0.516464471
12.175,0.089522059,0.437401264
13.0375,0.095863971,0.377366089
14.175,0.104227941,0.350613333
14.725,0.108272059,0.339403454
14.1125,0.103768382,0.377679067
14.8125,0.108915441,0.401840823
14.4875,0.106525735,0.326416269
15.325,0.112683824,0.323126838
14.5125,0.106709559,0.334365987
15.2125,0.111856618,0.311039034
15.6125,0.114797794,0.362803109
16.15,0.11875,0.245960503
16.375,0.120404412,0.282420064
15.05,0.110661765,0.304224352
16.275,0.119669118,0.284975312
15.1,0.111029412,0.320765937
15.7375,0.115716912,0.313632782
15.7375,0.115716912,0.301062315
14.8625,0.109283088,0.326385018
13.1875,0.096966912,0.338295745
14.225,0.104595588,0.344922737
15.475,0.113786765,0.316073355
14.65,0.107720588,0.295811794
13.7625,0.101194853,0.336839822
14.175,0.104227941,0.278020833
12.4375,0.091452206,0.26579198
13.375,0.098345588,0.302555366
13.4875,0.099172794,0.286490009
13.5125,0.099356618,0.290905111
15.5875,0.114613971,0.225599129
15.425,0.113419118,0.243817787
16.2625,0.119577206,0.174303406
16.5875,0.121966912,0.233538097
16.4,0.120588235,0.302022519
17.15,0.126102941,0.257895816
17.8625,0.131341912,0.213294449
18.0875,0.132996324,0.248789219
17.7,0.130147059,0.217547569
17.3125,0.127297794,0.255291716
16.425,0.120772059,0.265828321
16.125,0.118566176,0.278504869
16.4125,0.120680147,0.245949926
16.5,0.121323529,0.28151076
15.825,0.116360294,0.263634404
15.725,0.115625,0.234213305
