Inactive_ants,Random_locations
0,194.7702
0,0
0,0
0,511.6775
0,242.4525
0,0
0,0
0,238.2769
0,181.1623
0,273.937
0,0
0,122.4854
0,131.7673
0,757.1116
0,337.101
0,224.0534
0,112.2609
0,23.01632
0,269.1453
0,404.041
0,118.9313
0,0
0,479.9839
0,0
0,0
0,218.6512
0,97.62383
0,0
0,389.9616
0,206.9478
0,125.0124
0,0
0,217.5769
0,156.5479
0,134.51
0,244.4007
2.165275,235.0242
2.217742,282.0223
2.18182,411.0457
2.069973,450.8301
1.911995,210.2953
1.576569,611.1143
1.546595,0
1.539829,202.2002
1.557194,0
1.601375,321.5167
1.662881,403.8396
0,13.0691
0,443.1827
0,0
0,166.2898
0,163.4213
0,0
0,408.7536
0,127.5451
0,98.56757
0,951.4356
0,0
0,58.36593
0,11.69089
0,257.3662
0,310.5896
0,0
0,0
0,514.8151
0,90.26589
0,69.33562
0,0
0,399.2049
0,117.6301
0,7.619231
0,26.13487
0,133.4224
0,40.32681
0,9.945036
0,281.2642
0,0
0,242.596
0,96.83227
0,353.6192
0,0
0,255.592
0,627.1686
0,240.338
2.135013,335.8931
2.211847,0
2.114334,0
1.992839,26.78658
1.684189,0
1.641787,136.2574
1.619028,0
1.617825,0
1.641726,0
1.682098,265.9861
0,0
0,318.2476
0,0
0,0
0,310.981
0,465.0549
0,1.574165
0,257.8231
0,0
0,637.5361
0,174.445
0,1.560396
0,0
0,82.84067
0,183.5018
0,439.2949
0,0
0,73.11324
0,0
0,252.4677
0,165.1868
0,424.1686
0,35.16902
0,622.5469
0,531.1113
0,245.9985
0,46.654
0,170.7996
0,111.5209
0,0
0,139.1058
0,626.921
0,874.8008
0,325.5801
0,67.921
0,72.81073
0,218.1638
0,221.7324
0,91.80829
2.052628,353.7784
2.160197,30.71767
2.191268,0
2.138749,257.4326
2.049594,0
1.762855,277.3335
1.719673,313.4697
1.697652,81.36916
1.694814,774.911
1.709456,0
0,0
0,462.4233
0,5.113768
0,240.5506
0,124.9034
0,12.55886
0,80.78214
0,151.3339
0,70.96116
0,0
0,0
0,108.1828
0,484.2844
0,546.9322
0,0
0,436.1986
0,0
0,71.09444
0,1.778998
0,0
0,81.58219
0,93.66982
0,0
0,28.78453
0,0
0,439.0953
0,315.3117
0,508.4881
0,151.667
0,0
0,0
0,196.784
0,235.9621
0,889.4084
0,0
0,0
0,369.7322
0,281.3322
0,1.682203
1.960452,265.7185
2.081386,97.18195
2.137707,0
2.14975,0
2.123271,192.7914
2.062635,426.4768
1.976418,131.6181
1.884529,255.7357
1.816138,0
1.780259,0
1.767714,347.0039
1.772374,185.1835
1.785694,310.2433
0,0
0,59.18266
0,0
0,154.5178
0,345.6497
0,272.381
0,0
0,672.3198
0,0
0,0
0,68.88093
0,0
0,400.9412
0,494.0311
0,0
0,40.34418
0,169.632
0,181.4613
0,0
0,655.1006
0,76.505
0,12.18535
0,122.4373
0,68.7216
0,270.4341
0,0
0,258.8244
0,0
0,0
0,169.3005
0,399.4361
0,9.612116
0,12.45781
0,64.77666
0,200.1534
0,123.6891
0,21.60634
1.887648,0
2.004781,0
2.068626,25.23999
2.091618,26.76019
2.079772,0
2.039889,37.40128
1.978972,404.8495
1.909552,0
1.856022,226.927
1.830806,93.31404
1.827818,586.0393
1.839086,70.61379
1.851593,0
0,166.5944
0,0
0,0
0,0
0,227.5532
0,0
0,29.06005
0,0
0,452.58
0,386.0406
0,14.98478
0,0
0,290.689
0,9.507509
0,317.8286
0,685.5593
0,0
0,127.1718
0,604.9108
0,466.1683
0,147.3105
0,356.3253
0,200.8276
0,100.2825
0,0
0,0
0,444.1063
0,0
0,205.6421
0,380.2537
0,368.1679
0,37.10119
0,4.972385
0,0
0,201.9148
0,34.74722
0,15.38108
1.83232,0
1.944296,0
2.012416,0
2.039481,424.2595
2.032461,150.3446
2.003056,516.4834
1.962097,0
1.918898,620.6716
1.885843,0
1.870873,197.6915
1.872088,5.669178
1.882788,433.1086
0,277.7426
0,380.7838
0,53.06996
0,130.8673
0,0
0,442.2315
0,13.45905
0,563.6778
0,222.4925
0,616.3813
0,215.9171
0,179.7496
0,134.1063
0,0
0,97.02275
0,70.5629
0,0
0,355.4179
0,3.214616
0,91.94132
0,47.59362
0,218.8261
0,44.86339
0,0
1.588928,45.34136
0,0
0,114.8606
0,0
0,466.0409
0,1.759195
0,261.6133
0,0
0,516.0576
0,0
0,388.9943
0,248.0262
0,360.6405
0,148.4058
0,740.5703
0,0
0,71.44759
0,0
0,52.29031
0,271.0765
0,0
0,208.2838
1.788548,0
1.90172,44.94476
1.973653,0
2.00105,26.27156
1.995252,309.7048
1.972454,11.96718
1.944717,0
1.919117,164.1694
1.900144,170.8959
1.890386,655.9659
1.889575,0
0,230.8878
0,0
0,263.1577
0,439.1566
0,688.7571
0,106.3909
0,0
0,0
1.588378,0
1.717527,609.2891
1.76002,0
0,511.3715
0,302.6739
0,457.8016
0,263.3463
0,25.47617
0,377.2103
0,664.7289
0,0
0,95.98448
0,71.84386
0,653.2518
0,0
0,0
0,262.9633
0,0
0,282.5706
0,354.0939
0,193.5545
0,0
0,98.5487
0,11.41912
0,0
0,2.203821
0,140.9398
0,10.16275
0,0
0,21.2645
0,36.07691
0,0
0,161.1496
0,396.5435
0,2.118994
0,145.0611
0,246.7968
0,367.7656
0,554.6437
0,1.97666
1.610635,0
1.752301,11.34685
1.868859,3.155929
1.939852,0
1.964294,0
1.959689,0
1.943728,13.82508
1.925756,262.0495
1.908526,0
1.892605,582.9968
0,344.3188
0,47.05385
0,0
0,0
0,53.37477
0,504.5432
0,0
0,0
1.626845,200.6461
1.779992,98.17894
1.860875,526.7498
0,299.9424
0,261.002
0,598.2534
0,0
0,275.7099
0,159.8654
0,0
0,176.2185
0,0
0,246.719
0,173.094
0,248.4562
0,0
0,2.523291
0,218.2489
0,290.9532
0,163.812
0,2.521945
0,194.5289
0,614.3917
0,0
0,317.5153
0,281.7313
0,0
0,164.3694
0,397.0623
0,209.8739
0,38.73832
0,0
0,33.44854
0,0
0,33.26981
0,682.8569
0,836.5392
0,233.9077
0,265.1973
0,547.5934
0,0
0,364.4398
0,42.69389
0,1.759375
0,76.90569
0,165.6994
0,0
0,314.6243
1.572203,453.7286
1.716996,567.5042
1.829394,76.83484
1.890589,0
1.909277,382.3216
1.905965,681.1665
1.895848,0
1.8844,73.54849
1.870558,262.6788
0,519.2219
0,175.3787
0,114.2228
0,18.02871
0,216.6204
0,376.6807
0,15.97979
0,112.6892
1.545642,0
1.641596,55.44056
0,589.2831
0,628.4519
0,145.3888
0,147.486
0,439.9008
0,136.861
0,438.1516
0,97.87821
0,0
0,0
0,0
0,129.2392
0,0
0,148.8027
0,2.291173
0,605.0839
0,1.80554
0,30.09399
0,78.66472
0,0
0,207.0107
0,332.784
0,0
0,14.14502
0,366.0049
0,114.998
0,65.87457
0,0
0,156.5267
0,258.9439
0,72.30562
0,477.8075
0,262.3471
0,696.0497
0,417.358
0,292.1599
0,172.4084
0,427.3228
0,407.6053
0,254.1189
0,0
1.526838,60.14562
1.668574,0
1.762921,226.4241
1.806489,0
0,0
0,14.34035
0,0
0,433.3732
0,480.7754
0,0
0,271.1576
0,0
0,1.99444
0,0
0,0
0,385.8478
0,481.2923
0,69.2168
0,354.5829
0,50.40133
0,362.8172
0,0
0,412.277
0,1.767111
0,586.6172
0,334.2859
0,640.584
0,0
0,412.451
0,0
0,279.9094
0,69.83812
0,0
0,0
0,223.2858
0,76.3654
0,0
0,0
0,76.48
0,527.3304
0,0
0,0
0,627.2754
0,93.726
0,482.7778
0,26.18682
0,533.01
0,215.1494
0,0
0,389.2927
0,9.870782
0,493.7061
0,276.1996
0,372.0687
1.585407,270.0073
0,56.18597
0,86.73465
0,185.958
0,98.42249
0,199.3737
0,155.4954
0,26.35262
0,34.01398
0,262.5654
0,0
0,453.1083
0,1.6278
0,0
0,0
0,421.5462
0,0
0,0
0,0
0,258.6531
0,1.930192
0,187.6119
0,270.9421
0,0
0,219.5403
0,0
0,565.1216
0,246.7448
0,35.37827
0,0
0,280.0024
0,100.5606
0,398.8778
0,58.2392
0,0
0,297.2998
0,107.3985
0,0
0,153.9834
0,175.2497
0,50.72008
0,16.96998
0,357.4147
0,315.7443
0,0
0,183.807
0,0
0,29.33258
0,0
0,0
0,0
0,177.2787
0,358.5008
0,5.201831
0,342.1597
0,205.3196
0,21.1387
0,430.6017
0,108.9887
0,261.0057
0,194.3367
0,242.6655
0,153.2588
0,152.8146
0,0
0,144.8366
0,0
0,129.0332
0,0
0,152.3519
0,0
0,0
0,533.9929
0,0
0,0
0,145.4794
0,285.8776
0,0
0,259.4179
0,309.6365
0,0
0,0
0,0
0,194.102
0,0
0,501.8461
0,367.8422
0,283.1154
0,279.7711
0,261.9684
0,1.825211
0,39.5348
0,0
0,0
0,5.84846
0,8.819172
0,346.8568
0,332.6895
0,558.304
0,508.0816
0,294.9308
0,0
0,297.5128
0,0
0,1.715993
0,0
0,0
0,1.537595
0,495.8023
0,439.3844
0,209.8832
0,0
0,463.4706
0,213.0342
0,66.51324
0,308.9193
0,167.6328
0,199.8809
0,151.631
0,214.3441
0,0
0,253.0572
0,0
0,241.2123
0,40.03412
0,0
0,6.53124
0,3.623782
0,256.0702
0,636.248
0,149.5023
0,93.27546
0,316.4568
0,0
0,364.9518
0,393.7594
0,0
0,0
0,166.6796
0,46.18183
0,0
0,0
0,0
0,0
0,0
0,168.1963
0,0
0,339.0971
0,140.0671
0,330.0829
0,0
0,0
0,303.9883
0,22.36483
0,0
0,0
0,453.5713
0,102.9402
0,6.66777
0,0
0,265.0129
0,0
0,55.51167
0,521.1482
0,77.2735
0,84.26867
0,1.528254
0,0
0,182.6657
0,5.860958
0,0
0,597.3676
0,364.6848
0,638.8348
0,163.5604
0,168.6703
0,705.619
0,3.625486
0,431.7138
0,256.7538
0,14.33247
0,28.87267
0,30.60882
0,28.62597
0,0
0,163.3154
0,656.6078
0,0
0,658.6564
0,2.546021
0,195.2296
0,25.41242
0,0
0,146.228
0,122.1211
0,429.0635
0,443.989
0,173.7911
0,47.43862
0,4.501797
0,808.0085
0,0
0,0
0,352.2539
0,94.67584
0,368.6324
0,9.104975
0,0
0,37.50029
0,145.4906
0,0
0,610.5845
0,400.4437
0,176.6809
0,2.914881
0,238.0124
0,55.37359
0,221.75
0,577.671
0,0
0,288.7083
0,312.1255
0,255.1059
0,0
0,639.8489
0,104.7097
0,0
0,0
0,0
0,57.49011
0,568.9979
0,73.98013
0,180.7063
0,122.8013
0,191.4316
0,560.8929
0,137.6117
0,141.8739
0,447.3403
0,8.874883
0,0
0,279.4318
0,448.825
0,183.534
0,0
0,0
0,496.6675
0,0
0,0
0,0
0,570.8251
0,0
0,200.0564
0,181.7826
0,0
0,35.4625
0,295.9456
0,0
0,67.90266
0,98.8168
0,0
0,0
0,129.2008
0,381.7731
0,104.4552
0,217.4087
0,280.5118
0,0
0,0
0,0
0,253.1715
0,599.9526
0,0
0,270.16
0,152.0471
0,1.651817
0,0
0,85.5348
0,85.03555
0,0
0,0
0,218.6066
0,169.6608
0,82.0757
0,221.4788
0,66.65698
0,211.0284
0,0
0,338.1964
0,0
0,452.2738
0,310.0243
0,606.8918
0,230.123
0,203.4178
0,361.5353
0,0
0,330.2551
0,128.6533
0,0
0,304.9829
0,13.41001
0,37.33782
0,0
0,142.4668
0,0
0,563.1091
0,502.541
0,0
0,662.6168
0,193.6019
0,187.2795
0,0
0,69.13579
0,375.8215
0,13.90586
0,4.426508
0,16.71312
0,0
0,187.601
0,0
0,36.85043
0,0
0,176.2138
0,0
0,29.84217
0,72.79259
0,60.36146
0,199.2766
0,2.648807
0,475.795
0,59.31115
1.521719,417.4419
1.597471,0
0,344.6892
0,0
0,487.3412
0,585.7817
0,363.4156
0,0
0,239.2778
0,15.22884
0,133.24
0,0
0,56.96451
0,88.60816
0,66.79593
0,429.4984
0,0
0,425.7748
0,172.7245
0,169.4278
0,144.1747
0,0
0,236.28
0,233.1996
0,47.08527
0,0
0,0
0,324.8004
0,0
0,353.8473
0,746.0901
0,0
0,238.5797
0,0
0,28.81262
0,335.9931
0,7.088957
0,190.5669
0,0
0,364.7856
0,0
0,111.0189
0,359.7115
0,0
0,339.0567
0,211.4931
0,0
0,0
0,281.4486
0,0
0,109.953
0,0
0,0
0,0
0,10.99186
0,0
0,735.8785
0,0
0,662.3877
1.683146,5.519551
1.894647,138.5434
1.95397,386.5829
1.939738,6.611709
0,0
0,296.5475
0,229.8219
0,0
0,22.46711
0,46.15243
0,0
0,30.38906
0,294.0616
0,0
0,0
0,568.6981
0,85.81224
0,748.7102
0,0
0,0
0,0
0,0
0,200.3664
0,166.8874
0,357.617
0,432.2569
0,287.0258
0,213.5889
0,244.5266
0,280.6718
0,72.74191
0,177.5742
0,0
0,2.411844
0,0
0,1.944296
0,237.2614
0,0
0,141.7678
0,169.9874
0,301.848
0,77.8315
0,145.4916
0,467.7166
0,325.4066
0,652.8118
0,6.49974
0,68.11383
0,260.9998
0,568.6981
0,46.52794
0,0
0,482.4288
0,257.5811
0,57.07686
0,314.0419
0,0
0,171.9538
0,255.4877
1.837666,2.250951
2.132063,268.9915
2.229415,2.178006
0,112.6789
0,407.0171
0,132.5715
0,300.018
0,35.99006
0,362.7856
0,3.410573
0,0
0,0
0,201.0935
0,163.4146
0,0
0,416.7085
0,0
0,1.537846
0,0
0,0
0,0
0,308.954
0,43.89312
0,176.2552
0,68.12545
0,180.8707
0,406.9275
0,0
0,1.536535
0,166.4532
0,181.2159
0,166.4477
0,179.4275
0,360.368
0,0
0,1.913931
0,6.648987
0,183.0937
0,457.9398
0,160.7251
0,278.3654
0,582.7443
0,718.9565
0,0
0,720.6171
0,119.5863
0,803.8963
0,383.9865
0,483.294
0,5.668667
0,751.7626
0,208.2087
0,441.4417
0,194.493
0,531.9247
0,232.2152
0,495.028
0,420.696
0,6.53499
0,329.9508
0,171.4852
0,424.6334
1.827436,53.61779
0,0
0,163.5685
0,0
0,0
0,485.1013
0,597.0508
0,0
0,0
0,19.21271
0,8.217874
0,29.17387
0,59.79583
0,426.3148
0,209.0336
0,388.8929
0,141.4922
0,0
0,27.77443
0,0
0,412.5049
0,3.669263
0,101.8631
0,218.7922
0,220.4218
0,162.4458
0,7.054132
0,0
0,0
0,60.86578
0,438.355
0,90.03992
0,0
0,0
0,0
0,230.1321
0,191.9182
0,0
0,360.1234
0,0
0,244.832
0,284.1978
0,195.831
0,125.5238
0,244.1604
0,55.24362
0,155.4702
0,0
0,477.5645
0,169.7168
0,243.4422
0,411.5404
0,0
0,107.9092
0,0
0,449.1844
0,12.29385
0,99.70127
0,0
0,273.9581
0,170.4307
0,0
0,2.452447
1.709762,152.1424
2.591043,83.4011
0,356.1452
0,5.930756
0,51.78032
0,0
0,632.1108
0,37.09789
0,17.13269
0,249.2021
0,328.4529
0,0
0,0
0,374.8692
0,120.8907
0,0
0,262.2494
0,413.1356
0,186.3762
0,626.0278
0,17.98867
0,0
0,108.2934
0,232.577
0,45.58559
0,181.1851
0,213.7704
0,101.3161
0,0
0,58.42212
0,678.9363
0,252.5265
0,169.5607
0,21.4538
0,415.8632
0,276.6277
0,14.59411
0,59.55082
0,489.5232
0,19.24404
0,0
0,0
0,0
0,442.6523
0,560.5045
0,71.12892
0,188.6594
0,405.9365
0,19.25757
0,114.3255
0,240.5485
0,251.0315
0,232.4086
0,118.5864
0,333.0742
0,8.961559
0,186.9961
0,59.07786
0,0
1.53178,153.281
2.20277,81.54858
2.660979,111.3325
2.845119,221.4245
0,0
0,217.9106
0,0
0,135.0011
0,28.69622
0,0
0,146.7426
0,163.391
0,194.1239
0,100.5112
0,0
0,593.1198
0,0
0,0
0,428.9024
0,328.7539
0,294.1651
0,64.38145
0,45.78513
0,0
0,532.2156
0,150.1036
0,0
0,157.0092
0,257.6747
0,81.79791
0,564.8088
0,155.8456
0,0
0,0
0,156.0267
0,0
0,2.211472
0,265.1588
0,2.190196
0,400.7157
0,661.0775
0,167.0863
0,343.7841
0,128.5943
0,0
0,197.9009
0,434.6541
0,1.881053
0,0
0,206.6887
0,0
0,691.545
0,382.7202
0,282.5735
0,626.7491
0,34.07864
0,256.9119
0,57.22132
0,351.0202
0,232.8751
0,215.5037
2.079887,0
2.640024,516.1422
2.921713,168.8662
2.991826,61.72813
2.951869,2.148685
0,249.4563
0,133.9127
0,16.7905
0,379.5171
0,66.23973
0,2.398338
0,0
0,534.7195
0,156.5684
0,0
0,456.2147
0,255.2348
0,310.8274
0,0
0,338.4137
0,333.3569
0,184.1246
0,93.11519
0,390.9375
0,485.7709
0,298.8297
0,0
0,554.7325
0,0
0,327.7429
0,178.2023
0,0
0,1.663332
0,141.7216
0,291.4214
0,170.3786
0,0
0,0
0,139.5505
0,194.718
0,433.0323
0,143.2188
0,24.18113
0,593.2164
0,2.113513
0,335.6144
0,0
0,194.0686
0,0
0,563.6276
0,294.4928
0,0
0,0
0,0
0,459.3324
0,59.94369
0,144.893
0,312.2255
0,34.90732
0,24.2407
0,3.924853
1.836531,416.2993
2.474134,127.696
2.841376,184.1791
2.996466,0
3.017264,465.5958
0,444.9205
0,40.26949
0,0
0,96.07597
0,26.00261
0,48.27113
0,0
0,0
0,431.1359
0,101.3374
0,282.0893
0,367.132
0,28.14126
0,0
0,0
0,227.683
0,41.00798
0,135.7208
0,75.10054
0,276.6802
0,247.5194
0,0
0,1.551972
0,1.94071
0,310.8449
0,0
0,121.5339
0,366.3984
0,567.0276
0,186.8474
0,388.4576
0,0
0,307.8777
0,0
0,199.7197
0,69.06888
0,0
0,0
0,133.6691
0,0
0,135.7493
0,154.4606
0,13.93602
0,15.76919
0,71.21171
0,0
0,0
0,163.2476
0,144.5154
0,76.69415
0,99.69611
0,24.15253
0,111.7305
0,178.238
0,1.586483
0,276.3631
0,0
0,351.5292
0,102.8634
1.978023,0
2.419073,648.0472
2.659604,277.6415
2.738811,253.5714
2.699271,61.04437
0,0
0,67.58444
0,376.7768
0,74.52074
0,63.27676
0,102.1101
0,26.8753
0,247.6699
0,1.584532
0,583.7317
0,0
0,321.6855
0,0
0,47.70966
0,193.383
0,147.492
0,460.604
0,415.2046
0,0
0,0
0,240.015
0,194.9892
0,437.2017
0,412.842
0,0
0,2.372235
0,0
0,377.1804
0,419.9983
0,0
0,24.90959
0,221.5301
0,592.0223
0,0
0,0
0,215.6886
0,1.686491
0,456.4084
0,213.3118
0,30.86
0,144.4471
0,174.2607
0,250.6029
0,140.6816
0,0
1.503793,21.83327
1.52892,43.0696
0,216.5108
0,560.3065
0,23.76757
0,0
0,0
0,4.322877
0,371.2845
0,101.4836
0,0
0,184.9627
0,62.90179
0,406.351
0,0
0,0
0,0
0,282.5195
1.645132,129.1165
2.004113,189.3364
2.14902,313.224
2.109386,351.1942
1.973899,0
0,462.4788
0,3.442903
0,477.3135
0,132.9563
0,110.0406
0,387.178
0,0
0,202.4269
0,0
0,3.259821
0,41.59605
0,81.78779
0,74.3987
0,415.1933
0,65.28533
0,83.55101
0,3.681234
0,0
0,186.8421
0,0
0,175.5984
0,0
0,190.1796
0,0
0,24.25836
0,244.9771
0,128.9159
0,0
0,0
0,221.3966
0,152.9037
0,12.84666
0,0
0,110.9119
0,0
0,0
0,158.4923
0,78.29434
0,0
0,142.7619
0,225.2526
0,0
0,0
0,721.4224
0,139.5505
1.605176,204.3812
1.597655,340.3269
1.543107,0
0,100.2845
0,545.5865
0,0
0,0
0,83.73911
0,477.1633
0,0
0,265.1952
0,323.0212
0,0
0,640.7093
0,295.8219
0,0
0,372.5018
0,928.2176
0,216.6621
0,687.2095
0,0
0,18.88756
0,0
0,254.1075
0,376.267
0,40.97183
0,0
0,0
0,13.35713
0,0
0,0
0,0
0,0
0,39.72128
0,701.124
0,0
0,255.257
0,366.7985
0,0
0,502.5371
0,246.9056
0,120.9457
0,194.7968
0,200.2004
0,74.72253
0,0
0,0
0,225.6922
0,0
0,0
0,0
0,0
0,47.49457
0,0
0,8.682758
0,342.864
0,1.737177
0,0
0,0
0,0
0,73.67291
0,0
0,0
5.443416,0
3.301587,160.5124
3.225083,430.524
3.227798,30.5907
1.751887,111.4883
1.770517,0
1.682164,296.2738
0,0
0,0
0,0
0,56.13098
0,116.6686
0,593.3344
0,240.8748
0,0
0,113.8771
0,66.12155
0,0
0,0
0,0
0,0
0,127.1154
0,566.9337
0,265.7433
0,534.3743
0,12.38024
0,126.8257
0,217.9539
0,0
0,0
0,0
0,477.0547
0,42.61607
0,7.337139
0,141.0639
0,0
0,0
0,115.2506
0,0
0,2.248168
0,43.5556
0,0
0,0
0,362.2411
0,312.724
0,464.522
0,173.2565
0,105.9339
0,0
0,0
0,0
0,506.8312
0,389.2831
0,562.3549
0,296.8005
0,0
0,30.77437
0,337.0498
0,0
5.639285,202.9312
3.666604,297.5508
3.551855,0
3.512238,194.0319
3.463315,83.72496
1.957014,272.0183
1.859914,162.6271
1.651711,0
0,51.07562
0,429.8513
0,258.8497
0,213.7509
0,364.3337
0,0
0,134.7644
0,164.9852
0,18.60858
0,0
0,544.8545
0,202.5223
0,523.7806
0,456.6749
0,21.10893
0,0
0,164.4599
0,0
0,35.73766
0,285.6777
0,66.41763
0,181.1662
0,1.634905
0,18.5979
0,393.8244
0,0
0,0
0,379.2184
0,2.257905
0,335.7166
0,57.12039
0,0
0,3.250092
0,230.7299
0,645.0017
0,0
0,189.7323
0,50.31495
0,545.7935
0,648.5142
0,489.7425
0,249.3206
0,0
0,11.70795
0,0
0,308.7544
8.070095,0
6.127814,233.8593
5.795235,255.2514
5.483421,477.9464
3.835593,2.483733
3.699758,0
2.050986,532.2028
1.948285,259.8886
1.7491,0
0,83.7328
0,0
0,0
0,196.2069
0,195.6789
0,60.85667
0,215.3368
0,156.4839
0,113.7811
0,0
0,245.2136
0,21.91384
0,372.1516
0,0
1.681157,682.9011
0,53.64859
0,697.8268
0,127.7045
0,0
0,296.802
0,0
0,100.0885
0,0
0,6.674366
0,0
0,477.9413
0,182.0266
0,119.041
0,166.6201
0,191.9076
0,408.4483
0,45.10703
0,0
0,461.1436
0,420.6094
0,395.5089
0,423.4398
0,0
0,204.7839
0,86.58075
0,137.9749
0,0
0,0
0,635.2447
0,117.6158
0,15.16935
0,342.6425
10.31324,42.56155
6.764178,160.139
6.419812,280.3847
6.181543,0
5.965643,106.0804
5.664248,300.1292
3.984616,1.782724
3.807483,16.59558
3.664977,0
3.524544,192.6395
1.713396,142.6992
0,256.0005
0,0
0,89.53045
0,349.6169
0,253.5714
0,123.6734
0,0
0,329.8844
0,0
0,109.1985
0,145.3683
0,5.694624
0,0
2.045997,0
0,136.9961
0,0
0,0
0,2.199873
0,158.5301
0,0
0,0
0,93.83101
0,48.5005
0,0
0,0
0,38.42965
0,63.99316
0,0
0,127.8302
0,61.491
0,61.42292
0,0
0,624.3457
0,339.2827
0,75.68059
0,521.2475
0,286.1776
0,1.790551
0,0
0,0
0,396.8577
0,43.26442
0,292.5556
0,118.2756
0,331.5987
0,0
0,0
0,0
0,69.31249
12.14953,63.21992
10.01955,726.7834
8.071525,427.5916
6.362284,376.4822
7.723672,199.4011
7.541017,141.5973
5.798198,162.6056
4.118447,127.866
4.067705,40.61173
3.904282,64.44504
1.950674,0
1.623414,0
0,232.7694
0,308.1536
0,0
0,204.3488
0,0
0,0
0,1.502919
0,1.711833
0,3.073631
0,32.99564
0,0
0,7.181311
0,252.082
0,1.503483
0,0
0,16.92671
0,294.9587
0,151.5435
0,162.9815
0,108.9868
0,368.2729
0,145.1519
0,0
0,364.9271
0,0
0,23.83507
0,293.1333
0,0
0,253.7171
0,105.7794
0,256.8314
0,0
0,128.4073
0,0
0,278.2325
0,631.5943
0,265.1932
0,0
0,25.13162
0,299.9648
0,145.0364
0,10.10368
0,143.4177
0,318.3969
0,150.6065
0,21.58768
0,123.2944
12.43905,0
10.25991,72.12174
9.755659,0
9.508323,699.9821
9.484765,185.0113
9.40177,115.8361
9.203663,0
5.997766,0
4.290932,0
4.105592,692.2767
2.097177,0
1.756012,250.2964
0,204.9976
0,0
0,31.82412
0,4.463676
0,0
0,377.1712
0,374.813
0,0
0,143.0355
0,0
0,181.4147
0,144.3547
0,415.8489
0,255.9997
0,104.7024
0,0
0,387.3295
0,555.4319
0,0
0,345.2087
0,358.5144
0,194.7482
0,0
0,22.30457
0,499.6541
0,0
0,178.7501
0,0
0,175.6548
0,0
0,167.2319
0,114.854
0,147.4604
0,13.17544
0,0
0,0
0,103.1738
0,264.8567
0,255.9209
0,1.536535
0,262.4268
0,150.0171
12.38467,228.9875
10.26478,595.0253
11.24162,236.1842
8.127666,0
8.142891,0
9.659023,279.7165
9.588347,375.8468
9.340109,76.36639
6.105781,0
4.193075,364.6385
2.19231,0
1.892658,485.8271
1.520583,0
0,0
0,0
0,619.6819
0,356.0904
0,43.90337
0,168.1382
0,0
0,574.0809
0,165.1587
0,197.7248
0,0
0,0
0,0
0,23.29315
0,293.1097
0,218.6914
0,0
0,0
0,328.2955
0,168.9287
0,0
0,9.57155
0,0
0,512.372
0,0
0,645.2634
0,0
0,339.0619
0,0
0,0
0,0
0,50.53499
0,0
0,0
0,282.0737
0,472.8484
0,44.05994
0,445.6769
0,166.8555
0,231.7258
14.60897,83.35287
12.82709,32.00059
11.64473,294.9662
8.20795,702.5234
8.168294,2.32767
8.194946,0
9.765387,0
9.843142,236.7884
9.752335,205.3183
7.877594,16.02204
5.958666,400.108
3.766759,0
2.016789,11.86377
1.667777,422.3032
0,482.9009
0,0
0,0
0,239.2184
0,0
0,622.9219
0,85.44587
0,326.6638
0,270.842
0,0
0,0
0,298.3931
0,0
0,168.4989
0,148.2728
0,15.79935
0,692.8406
0,0
0,0
0,49.63641
0,1.56834
0,0
0,25.42425
0,25.70708
0,252.9663
0,618.5334
0,56.42171
0,554.5033
0,275.0729
0,0
0,0
0,391.1424
0,33.57546
0,4.158807
0,211.2243
0,398.3759
0,0
0,2.747281
0,203.0167
0,71.16175
0,640.5173
0,198.7124
0,0
0,652.7039
15.74143,335.1866
13.62007,163.209
11.85305,206.6689
8.24427,124.9869
8.189723,0
8.174093,105.7863
9.714418,33.66392
9.916759,22.34138
10.00024,270.2885
9.792384,0
7.782842,16.22419
0,265.6278
0,44.92368
0,225.1188
0,93.87124
0,147.1399
0,0
0,137.2245
0,414.8714
0,443.1155
0,21.83735
0,352.0829
0,0
0,300.2732
0,171.5831
0,47.5886
0,0
0,115.0577
0,360.2643
0,117.1025
0,18.16907
0,0
0,153.5728
0,53.45282
0,246.3582
0,421.4738
0,64.88359
0,77.89348
0,214.6178
0,425.744
0,234.1903
0,32.3781
0,27.22846
0,46.85069
0,61.8717
0,190.9982
0,0
0,229.3435
0,0
0,336.3656
0,348.3125
0,465.8218
0,195.6238
0,542.5382
0,0
0,473.8483
0,0
0,554.3312
13.1202,693.1007
11.22478,9.285439
8.722454,0
6.755349,0
6.653682,149.035
6.579398,149.8906
9.737225,5.693667
9.969825,0
9.984638,0
0,0
0,0
0,0
0,263.4278
0,137.5469
0,13.39156
0,0
0,428.0824
0,185.4301
0,28.80221
0,0
0,388.2029
0,9.017582
0,65.88718
0,88.92424
0,151.5441
0,75.96535
0,26.72383
0,0
0,643.2325
0,37.05455
0,0
0,0
0,413.5121
0,381.2373
0,0
0,416.6451
0,0
0,803.2289
0,0
0,11.86592
0,135.297
0,0
0,0
0,64.74603
0,294.7219
0,0
0,267.7543
0,347.4058
0,187.0992
0,39.11683
0,136.4361
0,458.0819
0,695.9145
0,0
0,0
0,175.8882
0,440.4996
9.989303,10.31074
8.796058,93.49552
6.687682,399.5095
6.411858,0
7.821694,158.161
0,0
0,194.2102
0,469.1906
0,33.39081
0,475.1811
0,179.0393
0,0
0,0
