MLD,activity
735,0.187294427215487
739,0.169734904270987
769,0.129820648638602
762,0.0957642725598527
765,0.109099662975445
772,0.143759571209801
760,0.16676267281106
753,0.131280076997113
720,0.132001529344294
726,0.224020687673594
500,0.288730411935817
462,0.254278273809524
556,0.214474429137573
567,0.2271905622681
599,0.187983399358612
549,0.159402477072894
534,0.146828844483058
562,0.197224880382775
580,0.132584055624345
583,0.18532164907389
594,0.172917868820927
586,0.125755287009063
600,0.156829360575104
682,0.144369219033089
670,0.168782458165032
590,0.142954126660848
618,0.139104873885833
650,0.144027433796914
626,0.153316350599113
568,0.201852382316433
542,0.15303628501598
582,0.139067680905013
615,0.141387419165197
623,0.143585719890153
539,0.154335873444584
551,0.15001445225937
566,0.155207624234173
575,0.120462361482614
626,0.0597953628085985
654,0.0588630689456501
641,0.0678237902084709
653,0.109449875407322
611,0.124847346171912
522,0.144955178333015
630,0.190485325148667
658,0.144195103857567
683,0.183616346333271
701,0.110579576816927
702,0.154619970193741
735,0.173621601208459
716,0.186052921719956
686,0.14572633895818
680,0.202387720295623
688,0.142804188675748
732,0.155988857938719
704,0.113688247648617
758,0.124266964535046
714,0.133433283358321
738,0.0871476349737219
738,0.0781353840311402
724,0.0850744870233299
755,0.115297663903542
730,0.123548448505616
650,0.100583364697027
612,0.103131445715357
650,0.137094499294781
635,0.143046860178334
643,0.120101019549153
653,0.13100804189265
725,0.132384014699127
736,0.105668429353372
735,0.104092692954588
741,0.134442782348542
702,0.142883583194522
709,0.140286414169964
651,0.129613895969036
552,0.127663568947714
587,0.156825696740671
619,0.106514994829369
618,0.177669264719692
623,0.200056888214658
613,0.244344316155074
639,0.259118541033435
638,0.245155692663646
623,0.235450488939523
590,0.175496068888057
608,0.140157480314961
658,0.127892926851938
594,0.126728547073309
583,0.179803884593626
657,0.135707591377694
633,0.0878570077548704
587,0.121930406750735
651,0.106287003101212
658,0.061216766013814
670,0.0164721385542169
674,0.051751817924261
683,0.0348715009076144
688,0.0499619337647507
676,0.0956439393939394
681,0.0677524429967427
684,0.0418682545589877
676,0.0464919695688926
664,0.0303088067098742
696,0.0205796280562636
713,0.0493083654841442
708,0.0278244631185808
706,0.0771746239372139
706,0.0741711931073235
648,0.043644146659222
634,0.0977950959893556
663,0.107612037640921
665,0.165560437505843
610,0.191848077813803
569,0.26098696461825
618,0.294679031241559
552,0.380420976229359
519,0.407607204900795
563,0.430534351145038
434,0.413194444444444
482,0.417006676557863
472,0.424630816383394
483,0.374571402094338
496,0.253413841151881
478,0.245046728971963
515,0.23382800608828
522,0.155799138092561
486,0.228080396154967
547,0.166666666666667
557,0.118668184405236
532,0.137146136189748
610,0.0759996127408268
621,0.0670987418985894
697,0.0667859834212509
684,0.0784829140067593
732,0.0647649135848355
762,0.0777641625035347
765,0.0382278717637162
765,0.0260107435679955
790,0.0208036477628954
797,0.0324601366742597
821,0.0347248576850095
825,0.0164581961816985
820,0.0292573143285821
809,0.0512195121951219
785,0.043192140142738
757,0.0353883404730862
755,0.0275836009824296
627,0.0444465150950429
623,0.0560408921933086
622,0.102839890555713
622,0.107012792977869
625,0.102082749603063
546,0.174068835454974
538,0.215334572490706
605,0.220139015913664
536,0.29579940784604
362,0.43931840841113
344,0.464113964250068
333,0.478786175892105
363,0.524925317401046
316,0.415460232350313
462,0.401326235173251
487,0.306610278569458
440,0.336188235294118
428,0.300757302560404
452,0.214783565663977
459,0.202026836820869
500,0.202800445103858
577,0.175796057619409
581,0.185085268330282
535,0.191284226764366
589,0.127772511848341
613,0.158655235526443
613,0.0989471722724308
605,0.167680533751962
605,0.0910630666533825
615,0.0852380477093522
605,0.0827172827172827
596,0.0583276149397118
592,0.0759406621475587
528,0.0790572792362769
534,0.0712196106123272
552,0.113232456585762
549,0.0966895438029875
528,0.104912490055688
525,0.0953855373551738
555,0.0506594724220623
552,0.0609546876576849
582,0.0914508836826963
517,0.128758829465187
539,0.107956817273091
602,0.140381282495667
602,0.135747968295375
625,0.114714953735947
632,0.100808040993299
580,0.15740471341286
646,0.127450024378352
613,0.0829488658208381
611,0.153973995502982
454,0.205305764166585
456,0.315267616480555
454,0.358660844250364
581,0.343708357129259
530,0.274320524835989
624,0.174257790890651
603,0.225999812681465
603,0.1937914132704
625,0.0888828238719068
650,0.0774263904034896
643,0.0585019136139967
655,0.0598714416896235
649,0.037720561757292
659,0.0854584915897992
676,0.0472284812978819
684,0.048767022451233
680,0.0223717715532921
660,0.0568845872899927
662,0.0444485429730727
683,0.0270643468655068
671,0.0373141307397363
659,0.0739004032636219
664,0.0718257645968489
660,0.0711794098237013
695,0.0721317682695948
628,0.0615617033330186
626,0.0830969937606353
686,0.0676851851851852
634,0.0719181297530748
635,0.105737316263632
646,0.0852043212775951
662,0.0726752503576538
667,0.100837209302326
667,0.126098336137596
648,0.139157681319694
588,0.15204623846369
585,0.196132075471698
544,0.23132691023562
527,0.226275974336876
521,0.235166083088862
631,0.260017379550063
623,0.25045546073449
448,0.31592039800995
495,0.329101842130381
504,0.306013986013986
506,0.273128166635391
537,0.30760510155881
530,0.248408248598308
552,0.208381171067738
550,0.204255727020033
569,0.151289073566909
552,0.197805399106623
605,0.136136321541026
605,0.0793251304996271
604,0.116160663775222
578,0.122789052318004
586,0.0839004381467326
606,0.0759864074004153
592,0.0703550629344355
615,0.0694523945811868
616,0.0317102917722113
596,0.084805993084902
579,0.0412973788421648
650,0.0384688449848024
603,0.0628776435045317
635,0.0677886863020103
598,0.0533023255813953
649,0.0598841554559043
653,0.0701474316837262
650,0.077120822622108
655,0.0724623789897441
646,0.0629357272466813
633,0.0301341394294351
626,0.038468809073724
627,0.0775788576300085
625,0.0925662204500142
626,0.115516257843697
620,0.0753348214285714
620,0.105263157894737
645,0.0964231642694928
627,0.160091047040971
546,0.182175622542595
491,0.177674849467346
510,0.188296585728905
425,0.237946681792399
483,0.252695167286245
478,0.287222222222222
531,0.279321275405557
507,0.25
459,0.249075443786982
489,0.219425444596443
550,0.235002296738631
600,0.209369202226345
584,0.169239565465981
666,0.187659213133314
670,0.181415076151918
646,0.124141221374046
612,0.101696495152871
608,0.0696433586071328
624,0.0507756045861836
617,0.0564166746895157
658,0.0744914525833254
673,0.0456521739130435
682,0.0647644077341843
671,0.0501366506455565
682,0.0675177304964539
684,0.0529242569511026
652,0.0633427102531768
628,0.0632327503363444
645,0.0410085632730733
647,0.043807836188226
618,0.0459272097053726
615,0.0671763019589107
644,0.02044911610129
674,0.051284527718756
620,0.0414885347842985
615,0.0769156811845015
614,0.0892108272969882
617,0.126331216414265
572,0.227418570734079
573,0.22519339127113
581,0.267394399620313
514,0.252867026822102
421,0.261703541923844
390,0.424912805181863
400,0.321201781821628
398,0.339553674490189
471,0.304913294797688
485,0.254081632653061
452,0.230179506357517
447,0.278071833648393
438,0.267367246349856
466,0.200459066564652
549,0.0997304582210243
517,0.131556319862425
545,0.127980997624703
553,0.0638056527081955
569,0.112501184721827
616,0.100500648989431
584,0.0984432234432234
565,0.0878384580082607
558,0.0663839203392956
555,0.106146270289987
570,0.0994647636039251
600,0.0814302611227368
622,0.0650413817920115
624,0.0879591650715523
613,0.0788274197872911
618,0.0715848987780412
628,0.0757338731940738
619,0.101876925950135
616,0.122407217933216
620,0.117550274223035
615,0.131635774698578
642,0.141846544531108
606,0.166759776536313
671,0.160799413274661
674,0.131209954499025
673,0.0926601215521272
672,0.153407497429186
649,0.130922343706196
637,0.169326659741241
667,0.123024510267815
592,0.142532651902328
617,0.175450112528132
609,0.258917647058824
587,0.247531861425238
608,0.315189169139466
630,0.257930411206507
635,0.235676260940179
622,0.255977368132871
585,0.238103804983359
511,0.188865717653459
549,0.177029206235442
591,0.170760007735448
606,0.169185438646517
590,0.165481944839352
561,0.202742041506245
544,0.166450296735905
589,0.154044354467654
647,0.148459383753501
699,0.148955577852778
570,0.141658395741225
638,0.0972171028381865
650,0.120418848167539
585,0.14971386376223
587,0.131216351856921
563,0.133662461144633
613,0.134756995581738
559,0.0899581589958159
549,0.0687482627629019
622,0.11409458329462
567,0.0726678172404396
526,0.102089009990917
581,0.079967689822294
594,0.0831236520488857
542,0.0847828066660596
537,0.141260901162791
549,0.194617563739377
545,0.139517829315244
540,0.130042365076441
542,0.109111049570756
543,0.128587613293051
545,0.109041044070361
548,0.0816515460099981
553,0.104587833471799
544,0.0753483082172306
542,0.11125012029641
549,0.0819216884198834
607,0.13192289609779
658,0.126467597300545
663,0.194059405940594
526,0.18988531678887
537,0.243488216773209
535,0.179271972840438
525,0.159399906235349
517,0.21373679154659
516,0.132345914954611
536,0.151469337616933
516,0.133458294283037
563,0.100690925840626
543,0.0751445086705202
549,0.131048010461424
598,0.0579352004393191
598,0.0649712270280304
627,0.068359375
631,0.042661804922516
645,0.032037669651925
649,0.0123513687897502
646,0.0129175124561727
654,0.0122098984061888
655,0.0124954061006983
649,0.0097930524759793
650,0.0068524863413279
652,0.00459601066274474
652,0.0362835177198575
651,0.0318047337278107
648,0.0257617728531856
645,0.0593885656229796
641,0.0411249423697556
641,0.0347737388724036
598,0.115541165587419
572,0.145713503149822
564,0.103661306441356
606,0.109028030578813
548,0.155482214888155
549,0.234155251141553
538,0.239109218347973
465,0.322184858674907
480,0.308730377306527
528,0.388543191800878
490,0.381090120220555
487,0.379047793780387
412,0.360414945377766
554,0.411725642728394
655,0.355462575546258
671,0.329922566371681
741,0.24941850062623
741,0.232520177745534
762,0.137730964920111
752,0.125824225453889
753,0.123757499776126
703,0.126525484565686
739,0.124548083875633
728,0.0993882436386204
723,0.135373161430906
697,0.109566932663857
708,0.110038437472066
700,0.150049447091612
682,0.146949841843651
673,0.163058125954541
689,0.131873998932194
722,0.0847794649313088
726,0.0639405204460967
717,0.0438283466007869
690,0.0313682073992066
706,0.0575130499627144
708,0.0936435868331442
716,0.0524081933936151
716,0.0338061901252763
720,0.0404021769209483
719,0.0170244263508512
724,0.0181903422409752
705,0.0350244894187229
767,0.0455469327420547
778,0.0454251684978303
779,0.0696149939987074
721,0.0636614535418583
712,0.108847986545828
619,0.0842230130486358
610,0.132934682612696
616,0.108999543170397
505,0.145812448737811
467,0.232741979961394
440,0.288749088256747
488,0.398192995529061
538,0.37094912545503
544,0.326344901418503
629,0.280931323887736
606,0.215869311551925
625,0.254305606449249
601,0.298732246687637
616,0.1900731050404
561,0.214700755374782
548,0.189549961861175
591,0.153134242915752
607,0.17079942556247
614,0.126699395770393
621,0.132564566854093
592,0.0885678988881498
591,0.0799379123011253
647,0.0671212859230395
575,0.0964467005076142
594,0.0486310549492629
637,0.116597148122999
572,0.117216465443483
575,0.0861221402911704
597,0.082015065913371
605,0.116397621070518
596,0.0897448059956361
576,0.114070211379086
545,0.125151092515109
545,0.116957392050329
544,0.110934281969669
531,0.0474521689713961
508,0.10014742014742
498,0.0997996374391757
520,0.152112142451222
520,0.159854762126431
515,0.152748365712181
510,0.196056547619048
515,0.173965151654835
476,0.207761918089374
551,0.244585752465211
565,0.235174013921114
712,0.216520767368225
677,0.208746028779667
616,0.170115157756764
567,0.254896340880864
521,0.226680416236993
517,0.292772791686349
522,0.259763851044505
535,0.215841408125167
565,0.138881334421177
642,0.177329163112501
611,0.134297333935834
653,0.174988547869904
668,0.111229661242998
663,0.150026886538806
711,0.119095965392425
676,0.102512297962052
