MLD,activity
1199,0.0365951588849375
1244,0.0313033579965851
1229,0.0280299591466182
1253,0.00711301795190245
1256,0
1260,0
1262,0.0188552939863885
1245,0.0513107775039211
1262,0.0271691498685364
1255,0.0391983169084265
1261,0.0313465783664459
1253,0.0636193824854412
1257,0.0881861708050328
992,0.11733568592854
863,0.335051546391753
751,0.332798802651272
719,0.295393535917535
1000,0.250652149257117
1259,0.241099385364722
1237,0.279750922509225
1203,0.199332873245917
1248,0.108729979697722
1241,0.0885016622721541
1264,0.063126709206928
1262,0.0353847950484643
1252,0.0613880051843997
1232,0.0437812100801301
1241,0.0564648117839607
1268,0.0463284688441047
1256,0.0338943702843877
1249,0.0211658570437196
1218,0
1230,0.0175438596491228
1232,0.0127158189454036
1230,0.0262787423744721
1247,0.0149852507374631
1227,0.0180772391125719
1224,0.0100478468899522
1282,0.00650524033249006
1272,0.0087594696969697
1317,0.007186616399623
1293,0.0318885083264438
1273,0.06352216164968
1267,0.0949607796529593
1090,0.185595567867036
803,0.307089506550753
724,0.388021440223724
627,0.438612933458294
591,0.467835591483548
573,0.40641158221303
647,0.42407319391635
606,0.406221091581869
621,0.399885974914481
820,0.327829624312036
774,0.294974166275247
723,0.218456415745035
1006,0.223604651162791
926,0.174954586739328
931,0.245860165593376
1009,0.16573230553609
992,0.209471992086064
1031,0.15982319413749
1078,0.157705677867903
1037,0.136181260325702
1014,0.12044949081119
1003,0.0923113152007536
1036,0.139346246973366
953,0.116207224334601
980,0.118125298900048
1088,0.088442691526234
1053,0.1337890625
1025,0.118054711246201
1034,0.10011961722488
1124,0.18379107405591
1083,0.188088147706968
1131,0.212288491539662
1006,0.191357301791779
918,0.225347056007659
920,0.252114857619445
769,0.274530767403184
779,0.306653924262334
931,0.254830348727615
925,0.249615339093384
882,0.221527777777778
881,0.229394949976179
949,0.183820916735757
1117,0.159835100117786
1120,0.204136168235157
1119,0.172939383280572
1064,0.10396557739272
1108,0.158194774346793
1253,0.122811197141155
1271,0.111513734658095
1306,0.0668352601156069
1289,0.0819593212179564
1291,0.0650555352129867
1191,0.0391893541692101
1191,0.0653284671532847
1193,0.0857905593981313
1082,0.018253872943437
1068,0.0665924000495111
1022,0.0748768472906404
1016,0.116149759051032
1080,0.16354179266965
1042,0.181446767603941
942,0.234463617714493
923,0.249407020872865
885,0.304763070895065
831,0.249423753487808
852,0.306077348066298
821,0.296911558259242
761,0.377949982388165
767,0.283907908863175
763,0.254989180091368
686,0.240721227022597
646,0.225043078690408
829,0.30534528939094
925,0.267268623024831
905,0.20460358056266
954,0.091633019291162
965,0.0994172094617758
966,0.110621009866512
952,0.151247823563552
907,0.1441163003663
985,0.0992535572661535
977,0.123955431754875
980,0.150425506412561
994,0.106752258678079
1012,0.0786185761433286
1016,0.0765861742424242
1002,0.0981961533866921
999,0.13562945368171
1004,0.156264888041925
1001,0.161178301999761
1014,0.197400388726919
900,0.197701966358683
896,0.200732947156874
897,0.194211458948612
790,0.253612299156167
724,0.285427728613569
729,0.30170640203316
640,0.312006696962449
634,0.252873563218391
636,0.385505106435339
697,0.353846153846154
662,0.310291493158834
679,0.275204032645223
667,0.255714285714286
649,0.171699438202247
639,0.272173582032737
812,0.166807076663858
884,0.120910724985021
891,0.0741005480104837
911,0.0673771462403789
926,0.0503631384688653
927,0.0615863886891924
921,0.0688215648854962
918,0.0930232558139535
934,0.0672689537297033
883,0
882,0.0520859355483387
934,0.0625305922662751
937,0.060034516765286
945,0.0816733067729084
862,0.0171553716997202
844,0.0545115121344119
843,0.0437731196054254
856,0.0417636252296387
853,0.057531894013739
852,0.0773838630806846
859,0.14608104828925
842,0.22512586909614
712,0.263761467889908
660,0.379720952610055
570,0.293775649794802
609,0.383016002803411
551,0.376633986928105
543,0.340548674615118
543,0.263630987581313
695,0.277146695981434
734,0.211816768329147
740,0.157926755079693
819,0.126239419588875
869,0.119960789118981
885,0.170834335176725
933,0.160303504757317
994,0.120547945205479
982,0.146864686468647
1011,0.120531514581373
1070,0.138611507370423
1064,0.120305164319249
1054,0.208821752265861
1090,0.234686693264492
1102,0.206210746685276
1016,0.24919248713961
1104,0.175829328331966
1073,0.241960549910341
996,0.246488017943572
1100,0.149278062412669
1109,0.1965223479986
1097,0.236281929990539
967,0.223057938653191
1002,0.251649387370405
952,0.266487371375117
1002,0.185105876754699
961,0.234099976531331
939,0.253680766534237
953,0.23265306122449
942,0.34689557855127
939,0.281711254612546
832,0.351003541912633
791,0.263983150011701
680,0.351996105160662
697,0.310790184337208
754,0.248898940602309
732,0.23523015585357
860,0.28610152784623
780,0.180021431122753
728,0.252259852958901
745,0.216829268292683
819,0.228450874020494
949,0.238556551223056
857,0.267128827267475
833,0.246815472712399
868,0.21455223880597
956,0.140621350151834
973,0.144419616605904
1069,0.143702843876959
1055,0.0948946886446886
978,0.113358911754447
980,0.188670244484198
977,0.128730048577377
1002,0.0744826017739368
955,0.096763085399449
980,0.134278081077942
1000,0.143645112076047
996,0.187283788619826
933,0.134478326907349
858,0.18391757460919
928,0.105183459522423
855,0.178147268408551
818,0.184674421393452
865,0.198171846435101
821,0.165146423427748
914,0.120290891750119
914,0.105471088231773
1045,0.096024536982423
1071,0.0835895010640813
1112,0.0794889992902768
1100,0.114583333333333
1079,0.157951161405599
1095,0.134035087719298
1062,0.199434229137199
1081,0.152467922783493
1102,0.164251207729469
1144,0.21487204249155
1144,0.182811954878474
1144,0.187626895975158
1153,0.313511569356192
1156,0.263771186440678
1095,0.21868978805395
1078,0.198051562314364
1098,0.268831323862958
860,0.265899942495687
877,0.318880285884455
880,0.273299748110831
922,0.286412734508243
1025,0.247245738142178
1047,0.232138674162567
1060,0.291611979477389
1062,0.230179640718563
977,0.167167769092002
984,0.172300183038438
1006,0.194974631553515
1120,0.11805802249852
1140,0.0956706381974755
1143,0.113534543739684
1039,0.125371360665478
876,0.174964268699381
894,0.155962219598583
899,0.127769919849128
877,0.091300302395906
924,0.06546142030013
908,0.108626574084971
917,0.132730900129093
905,0.184317364574875
838,0.196564445469218
848,0.171744836243296
823,0.192608795763297
964,0.121215570225359
903,0.181252932895354
932,0.14718565592374
990,0.177089223114328
1074,0.163088168113294
1111,0.0993600538901987
1034,0.149659077776494
998,0.165402468017661
1006,0.16708342805183
976,0.184432382492205
986,0.0980733519034355
1028,0.0781340432920477
988,0.107688744789254
1012,0.105563806694847
1004,0.147259877186884
1013,0.135047486680565
1015,0.111431870669746
863,0.115402351856122
854,0.165530784336375
882,0.242302849948495
894,0.195577843628904
861,0.273519963285911
852,0.212791991101224
1011,0.205110961667788
979,0.170422051927256
833,0.207466481738326
835,0.225556746457068
731,0.284573502722323
706,0.230519089485728
741,0.220754263752102
824,0.189337141497084
876,0.146989927383462
899,0.160764540337711
977,0.185326842837274
1016,0.102906427221172
997,0.109933301572177
960,0.106349964191931
1011,0.154320241691843
1035,0.112552552552553
1022,0.106124924196483
1083,0.0748546511627907
1065,0.0901937046004843
1061,0.0916464891041162
1099,0.0597302504816956
1114,0.113184534699354
1072,0.102416846135439
1087,0.101134561424912
1079,0.152365775925472
1035,0.126245443499392
969,0.109346587465147
748,0.178647066151738
701,0.22271849348141
700,0.224142097631706
721,0.197292764734068
687,0.219888453779518
878,0.234520678938561
829,0.215433329424182
809,0.179054458408139
850,0.225243652990013
892,0.200980978585955
827,0.247843518406026
902,0.181963582677165
936,0.183521057786484
1045,0.134222439740609
1083,0.0975006186587478
1053,0.088135593220339
1101,0.0370507139340226
1070,0.0831466268359472
1142,0.0746435213887167
1150,0.0252965383684338
1058,0.0274618920880716
1085,0.0460992907801418
1186,0.0399228078639489
1173,0.0292857142857143
1183,0.0311335497054934
1193,0.0267297457125961
1183,0.0142874294633209
1107,0.019460896893509
1104,0.0110635260528194
1107,0.0447333890015508
1098,0.0598382108018082
1036,0.118509895227008
1042,0.162995078509491
1042,0.201863354037267
1037,0.236039739636862
997,0.214318130247334
692,0.188315999114848
682,0.229831885366129
698,0.236581196581197
679,0.260884470346246
733,0.245134383688601
701,0.243950445756628
746,0.250880181714935
766,0.22354590049054
860,0.232059978579079
933,0.16484163428706
969,0.211917288633305
956,0.150146284376829
950,0.093342981186686
990,0.136123136123136
1018,0.149970149253731
1022,0.150048053820279
1015,0.136887094859314
1062,0.105348837209302
1066,0.0667058132706988
1059,0.0729547869200803
1093,0.0369850187265918
1119,0.081858928992687
1132,0.0234867959803692
1130,0.0590662579580288
1072,0.0905330339203404
947,0.0833333333333333
952,0.146434080930343
927,0.164405986903648
920,0.157961931290622
985,0.191141917293233
962,0.192862125087189
966,0.256295399515738
1017,0.304635761589404
898,0.303103448275862
791,0.274012964054213
760,0.246405610753945
777,0.344638819469237
850,0.291025641025641
870,0.311171150005873
900,0.281450928060172
901,0.217044905842588
932,0.148760330578512
872,0.209349837759885
903,0.144331133773245
888,0.147948809950963
952,0.144318983768525
1130,0.0700236966824645
1129,0.0577430972388956
1168,0.100940364242352
1183,0.0815990593768372
1165,0.0956118444523725
1144,0.0996466431095406
1176,0.0834114339268978
1156,0.0347816038825976
1194,0.0914503453203144
1265,0.106447124304267
1333,0.0949426363849216
1321,0.0879316482734069
1325,0.12724268177526
1332,0.115428441203282
1362,0.151834810907867
1336,0.220767286928555
1333,0.185256049521666
1245,0.181001137656428
1250,0.141592920353982
1197,0.139804709936818
1179,0.125504671819126
1113,0.148407862972755
1015,0.0978087194704405
978,0.201524926686217
982,0.189137308039747
884,0.219178082191781
874,0.199748456437228
945,0.178296304566261
1042,0.0994324631101022
1030,0.129391100702576
1062,0.13945420906568
1137,0.120851162252804
1185,0.0736339275311663
1177,0.0655756731662024
1207,0.0511865984178688
1226,0.033697420404369
1250,0.0238781866420579
1235,0.0198683146586577
1217,0.0156432407191221
1221,0.0343222803955788
1248,0.0630881840362496
1260,0.0857911985018727
1275,0.100198065944309
1272,0.144255418317409
1257,0.193351033129401
1255,0.215933628821457
1247,0.19552495697074
1233,0.170337078651685
1246,0.224522475122956
1133,0.232591768631813
1014,0.199216125419933
1001,0.217601983322064
961,0.218888008153097
904,0.213939871636077
937,0.205252001884126
936,0.183635518363552
949,0.179747433022542
969,0.143006870851287
956,0.090059963099631
955,0.105927160199952
967,0.111003510470887
987,0.10816054322784
1006,0.147163965681602
1120,0.173751451800232
1110,0.228317964281545
1122,0.173516508889402
1144,0.199658703071672
1065,0.197121103973352
1092,0.127931519699812
1074,0.101785300255043
1010,0.0873603762492651
950,0.0994074253234974
951,0.125592129236001
939,0.123252072763272
986,0.0691052067198856
994,0.0844163586502921
973,0.18406163476586
1120,0.146861523718256
1102,0.129102316602317
1150,0.189281507656066
1118,0.240644928408134
1135,0.214117091595845
1164,0.310022482546444
1156,0.314994232987313
909,0.296792386323581
1092,0.254911077531094
1010,0.152523195293053
1008,0.200558399255468
1065,0.141605166051661
1097,0.145415979259958
1151,0.130156472261735
1236,0.0822762713836844
1229,0.0695906432748538
1140,0.0659993015946921
1040,0.115493289380739
1040,0.111328574717937
1025,0.133709317354012
1025,0.14599741389444
998,0.100412979351032
947,0.182980702162288
895,0.161114335461405
864,0.137787799667695
872,0.108690614136732
965,0.0851137947050627
958,0.187529522909778
971,0.198720227515108
1013,0.208813791528713
975,0.157632615242066
928,0.151277013752456
1043,0.0889971482889734
954,0.108656501380718
1116,0.109271523178808
1127,0.1591546006539
1154,0.135477811692886
1047,0.179106251485619
1149,0.109879855359851
921,0.15211794991809
881,0.0924731182795699
914,0.1691355026712
906,0.1539175856065
980,0.177007080283211
959,0.1629724685021
875,0.132534326274145
944,0.127569599436156
975,0.138772175536881
1084,0.134939759036145
918,0.129443938012762
942,0.106105310939628
935,0.116920494064036
938,0.126251324932281
949,0.175502101821579
930,0.175093632958802
942,0.128357167771189
917,0.124170290684367
953,0.126502439604903
1008,0.159802306425041
931,0.167293675052904
966,0.240914560770156
1097,0.190881529850746
1053,0.20935360334223
963,0.2327281032317
1048,0.241477272727273
1170,0.210704990381351
1107,0.189959749552773
1114,0.157492877492877
1175,0.151897283044824
